x,t,r1,r2,r3,r4
-2.5365853398136418,0,-0.03661672197375358,-0.02532094261761912,0.0,0.0
-6.260707078168614,0,0.0001668915938572356,3.7520594233465833e-06,0.0,0.0
3.63657507501995,0,-0.033858008154416995,-0.01827672846692794,0.0,0.0
2.979263808811684,0,-0.10172364049692226,0.016659266269958,0.0,0.0
3.147716794684836,0,-0.0800802645302746,-0.000490428970123624,0.0,0.0
2.8396326038784316,0,-0.12130800544197831,0.037785643486694664,0.0,0.0
-3.5186689861795646,0,-0.009488194978254372,0.0037575774490566866,0.0,0.0
-7.172672261239088,0,2.6770839966558083e-05,-3.301661693598057e-05,0.0,0.0
9.321532900806929,0,-7.5768422038822635e-06,7.85062982697832e-07,0.0,0.0
6.765864966640709,0,0.0003118811015224597,0.00016343241923530178,0.0,0.0
6.219583988268276,0,0.0007973830582525078,-5.078310737469276e-05,0.0,0.0
-6.4247993060845765,0,0.00012920468088393542,-1.842049457171428e-05,0.0,0.0
-3.112472241982611,0,-0.018760441309648424,-0.0005464662490991556,0.0,0.0
-2.688504140434257,0,-0.03187158187795204,-0.0155173158856654,0.0,0.0
-4.6300805112976064,0,-0.00015840041902365331,0.0019201250472866563,0.0,0.0
-5.010880972339566,0,0.0003200349180414707,0.0010401391636515878,0.0,0.0
-9.549134973308227,0,-1.193873344896385e-06,1.492366149837986e-07,0.0,0.0
-6.098419872057697,0,0.00020931928864525786,3.912116213417148e-05,0.0,0.0
-9.89340278658781,0,-6.404896390309763e-07,3.24239613734915e-07,0.0,0.0
-0.6859842541139223,0,0.5378034491387831,-0.440249765233865,0.0,0.0
5.632200342448758,0,0.001534000105349174,-0.0011685395377634756,0.0,0.0
0.2112167163540608,0,1.8921353807303314,0.4057017656217885,0.0,0.0
-8.857202077740439,0,-2.8642638902332436e-06,-1.8261223501807862e-06,0.0,0.0
-9.720016138705295,0,-8.908336836651652e-07,2.709260489594204e-07,0.0,0.0
-0.5842606332380722,0,0.668707999268172,-0.44219989794562187,0.0,0.0
8.449617537272303,0,-1.58051733269515e-05,2.3320092945866556e-05,0.0,0.0
-9.328928953845958,0,-1.6663968838079429e-06,-1.602134158106247e-07,0.0,0.0
4.720680907784436,0,6.275424921183429e-05,-0.007567940230903303,0.0,0.0
-8.525325026041191,0,-3.476120098496067e-06,-4.375543191773808e-06,0.0,0.0
3.879121970129786,0,-0.019793048331913456,-0.01798335308523282,0.0,0.0
-1.693904804736512,0,-0.019325969560003667,-0.156189388774418,0.0,0.0
-0.20662111489768797,0,1.2824603516016522,-0.26881983106466273,0.0,0.0
5.318502274926232,0,0.0017586401880035686,-0.0025371741091256886,0.0,0.0
-0.44484493395152036,0,0.8751416675853152,-0.41719127171318215,0.0,0.0
-8.757800553933183,0,-3.098042296619534e-06,-2.4392316397639386e-06,0.0,0.0
-4.442324107193327,0,-0.0006812249726998193,0.0024608241350993513,0.0,0.0
0.007197252826404821,0,1.6475442638638031,0.011857997360287411,0.0,0.0
-1.5528346783348788,0,0.0034902579498881634,-0.19429634235937812,0.0,0.0
9.601441383666266,0,-4.927768375724397e-06,-8.797276170794198e-07,0.0,0.0
9.857408952357979,0,-3.095542029990303e-06,-1.4295499569362016e-06,0.0,0.0
-6.630056866417042,0,9.021231194003534e-05,-3.261059919976038e-05,0.0,0.0
5.576927704487897,0,0.0015939225725412605,-0.0013596833111578477,0.0,0.0
-5.974041842861047,0,0.00024445445686952356,7.807468075149387e-05,0.0,0.0
1.0725337663956829,0,0.7293229333138159,1.3405472600781336,0.0,0.0
-2.2893320888880186,0,-0.042459597884590715,-0.048554075283061035,0.0,0.0
-4.992734619726798,0,0.00030941712745468335,0.0010746315108193555,0.0,0.0
-8.977254318114522,0,-2.5576908534397137e-06,-1.2277031512236199e-06,0.0,0.0
-1.2617887640496903,0,0.09117973425051458,-0.2856207477108317,0.0,0.0
-9.672313871994751,0,-9.69700354587143e-07,2.450615295643193e-07,0.0,0.0
8.600370670877911,0,-1.525692532870659e-05,1.6496216326539465e-05,0.0,0.0
8.593574259802025,0,-1.529964037334655e-05,1.676961822334061e-05,0.0,0.0
-8.37872773461418,0,-3.4882617703772546e-06,-6.025869678836657e-06,0.0,0.0
-4.784092554425032,0,0.00010955722814233546,0.001525299205070083,0.0,0.0
8.9217701164517,0,-1.2156288978516377e-05,6.688565907972857e-06,0.0,0.0
4.165910495393295,0,-0.009039092289633005,-0.01486031950600953,0.0,0.0
