t,x1,x2
-0.22200358471535608,8,-8
-1.5698817961967304,8,-8
-1.5036594671034735,8,-8
1.158468647485122,8,-8
0.5735088115830522,8,-8
-0.3725332121706293,8,-8
-0.7475933881884056,8,-8
0.8362793754398203,8,-8
-1.248126335197234,8,-8
0.012875616797733525,8,-8
1.927236527752859,8,-8
0.13786146719293146,8,-8
-1.6150427115491675,8,-8
-0.6938628250936563,8,-8
1.8157650240898384,8,-8
1.7041580395752987,8,-8
0.9570851830197449,8,-8
-1.8004705910436085,8,-8
0.417771976454802,8,-8
0.6073209481147503,8,-8
0.3822884666845576,8,-8
-1.071545558363158,8,-8
0.9742026713193548,8,-8
1.532756322247005,8,-8
-0.9987381261367207,8,-8
0.2643424341257896,8,-8
-1.4863771256368967,8,-8
1.7588351551094394,8,-8
1.2720515484933164,8,-8
1.1341244623089426,8,-8
-0.9635947320541693,8,-8
-1.4790684470706006,8,-8
-1.2394702291399917,8,-8
0.28587457569098884,8,-8
-0.021295151363029063,8,-8
-0.7085564134562381,8,-8
0.6584144125599076,8,-8
0.25714920569242894,8,-8
1.9921221410770422,8,-8
-0.6642492640106394,8,-8
0.442907657476205,8,-8
-0.43271016414751284,8,-8
-1.2662685856100024,8,-8
-1.7113671101430232,8,-8
1.1674461770408011,8,-8
-1.3998914071079847,8,-8
-1.896848354634411,8,-8
-1.8480563856303782,8,-8
0.06675373380741156,8,-8
1.6540176500908839,8,-8
1.0075475567451204,8,-8
1.7626979748413443,8,-8
1.296970965854439,8,-8
-0.45210814535344657,8,-8
-1.3536009873812618,8,-8
-1.7873235259650009,8,-8
-1.8291448829466064,8,-8
-0.8111769373650719,8,-8
-1.4576071146902065,8,-8
-0.7381477834920236,8,-8
-0.49357276407253914,8,-8
-0.26118395307778464,8,-8
-0.878993326709157,8,-8
1.241302444662204,8,-8
-0.8263249804187225,8,-8
-0.10921227894319263,8,-8
0.2382097151607514,8,-8
1.6193705673884424,8,-8
1.227563936468039,8,-8
-1.1302623293514396,8,-8
0.93038727591001,8,-8
-1.4355012748452896,8,-8
0.8823598348154462,8,-8
1.3881534932729824,8,-8
1.6750515221352282,8,-8
0.030048713218925105,8,-8
1.5987838547885982,8,-8
-1.9289149544356516,8,-8
1.7995285931209257,8,-8
1.8791055969755908,8,-8
1.4221193856384695,8,-8
-1.6660737611208138,8,-8
-1.742762607200372,8,-8
1.026570961572924,8,-8
0.46410228635595674,8,-8
1.821760222731943,8,-8
-0.07966653635690757,8,-8
-0.2986225710287145,8,-8
0.638558414141412,8,-8
-0.5881608196962094,8,-8
-0.7918617585532131,8,-8
-0.3092048477396947,8,-8
-0.24131659087584878,8,-8
1.8538310891494558,8,-8
-0.40588225596406335,8,-8
-0.6385182355870365,8,-8
-0.1272788087352712,8,-8
0.714121792623847,8,-8
0.7902691456363278,8,-8
1.1800747612543212,8,-8
-1.4188698825124302,8,-8
-1.5352982021837844,8,-8
0.3787496064222666,8,-8
1.3643551870515838,8,-8
-0.5645230146857081,8,-8
-0.1679653493883746,8,-8
0.678221205204999,8,-8
-0.7613150445420154,8,-8
1.9508945443294805,8,-8
-1.7263673347923794,8,-8
-0.0955475617225463,8,-8
-0.5478950121971586,8,-8
0.5980272259809194,8,-8
0.33899464812769153,8,-8
-1.5461052589218724,8,-8
1.6947118300328143,8,-8
1.3433253058904988,8,-8
-0.3483008910088088,8,-8
0.11606302241515554,8,-8
-1.9839405050774053,8,-8
1.7268937679594858,8,-8
1.106254535922369,8,-8
-0.9445338922760038,8,-8
0.5479838723055734,8,-8
0.7324753729351778,8,-8
1.302520371924957,8,-8
1.909417180194637,8,-8
-0.46579021736745685,8,-8
1.2076869127807788,8,-8
0.9994432915766307,8,-8
-1.1707805431261042,8,-8
1.8875809941033106,8,-8
-1.3767922949323983,8,-8
-1.8637907787121792,8,-8
-0.32965478851461993,8,-8
-0.9358048086925985,8,-8
-1.0019976404602406,8,-8
-1.9023779130278422,8,-8
-0.6436075305326345,8,-8
1.4434374746047554,8,-8
-0.6123528422422517,8,-8
-0.8822485974316034,8,-8
1.63853343082807,8,-8
-1.650057164232405,8,-8
1.480155023993305,8,-8
-1.3341697146363556,8,-8
-0.19520636730555818,8,-8
-1.3134399764288787,8,-8
0.2008898616392769,8,-8
0.09673723320900818,8,-8
-0.5127746401396167,8,-8
0.687232646736252,8,-8
1.5540038290240128,8,-8
-0.01590646760610781,8,-8
-0.05570779080411903,8,-8
-1.1160438700209827,8,-8
-0.5347781609100304,8,-8
-1.0376175322032086,8,-8
