# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.476914131781086326e-05 4.012040517409332097e-05 4.640579209080897272e-05 1.873614528449252248e-04 3.346527740359306335e-02 6.584533548448234797e-05 1.223293947987258434e-03 8.354420424439013004e-04 5.666943034157156944e-04 2.840148590621538460e-05 4.058027174323797226e-03 2.007916691582067870e-06 6.186240818351507187e-03 3.494602860882878304e-03 1.352369785308837891e-02 1.305033639073371887e-02 6.476914131781086326e-05 4.012040517409332097e-05 4.640579209080897272e-05 1.873614528449252248e-04 3.346527740359306335e-02 6.584533548448234797e-05 1.223293947987258434e-03 8.354420424439013004e-04 5.666943034157156944e-04 2.840148590621538460e-05 4.058027174323797226e-03 2.007916691582067870e-06 6.186240818351507187e-03 3.494602860882878304e-03 1.352369785308837891e-02 1.305033639073371887e-02
1.000000000000000000e+03 6.651259609498083591e-04 5.455298814922571182e-04 5.918049719184637070e-04 5.046671140007674694e-04 2.012275217566639185e-06 1.272063309443183243e-05 4.769247607327997684e-05 4.871786131843691692e-06 4.311163138481788337e-05 1.620705734239891171e-04 1.677565596764907241e-04 3.753274359041824937e-05 1.484687556512653828e-03 1.431617652997374535e-03 1.216817880049347878e-03 1.047182246111333370e-03 6.651259609498083591e-04 5.455298814922571182e-04 5.918049719184637070e-04 5.046671140007674694e-04 2.012275217566639185e-06 1.272063309443183243e-05 4.769247607327997684e-05 4.871786131843691692e-06 4.311163138481788337e-05 1.620705734239891171e-04 1.677565596764907241e-04 3.753274359041824937e-05 1.484687556512653828e-03 1.431617652997374535e-03 1.216817880049347878e-03 1.047182246111333370e-03
2.000000000000000000e+03 1.986290008062496781e-04 1.840530603658407927e-04 1.906778488773852587e-04 1.776129793142899871e-04 5.579431672231294215e-05 8.668391274113673717e-06 1.789830639609135687e-05 1.411083485436392948e-05 1.872180837381165475e-05 5.255025462247431278e-05 7.505358371417969465e-05 3.241457307012751698e-05 3.386150347068905830e-04 3.872158413287252188e-04 3.778313403017818928e-04 3.810805792454630136e-04 1.986290008062496781e-04 1.840530603658407927e-04 1.906778488773852587e-04 1.776129793142899871e-04 5.579431672231294215e-05 8.668391274113673717e-06 1.789830639609135687e-05 1.411083485436392948e-05 1.872180837381165475e-05 5.255025462247431278e-05 7.505358371417969465e-05 3.241457307012751698e-05 3.386150347068905830e-04 3.872158413287252188e-04 3.778313403017818928e-04 3.810805792454630136e-04
3.000000000000000000e+03 1.418203173670917749e-04 1.414435391779989004e-04 1.012800858006812632e-04 1.069833742803893983e-04 3.381798887858167291e-05 4.517586603469680995e-06 1.184432767331600189e-05 4.166697635810123757e-06 5.759331088484032080e-06 4.320812877267599106e-05 3.867008126690052450e-05 5.907148988626431674e-06 2.929523470811545849e-04 3.489112132228910923e-04 2.033180498983711004e-04 2.297459141118451953e-04 1.418203173670917749e-04 1.414435391779989004e-04 1.012800858006812632e-04 1.069833742803893983e-04 3.381798887858167291e-05 4.517586603469680995e-06 1.184432767331600189e-05 4.166697635810123757e-06 5.759331088484032080e-06 4.320812877267599106e-05 3.867008126690052450e-05 5.907148988626431674e-06 2.929523470811545849e-04 3.489112132228910923e-04 2.033180498983711004e-04 2.297459141118451953e-04
4.000000000000000000e+03 1.339945301879197359e-04 1.301851152675226331e-04 8.958200487541034818e-05 8.012173202587291598e-05 3.118918539257720113e-05 4.221074050292372704e-06 1.054910080711124465e-05 5.253748895484022796e-06 5.006501396564999595e-06 1.527068707218859345e-05 2.440446223772596568e-05 7.270395599334733561e-06 2.745754318311810493e-04 3.140490734949707985e-04 1.517888449598103762e-04 1.724399626255035400e-04 1.339945301879197359e-04 1.301851152675226331e-04 8.958200487541034818e-05 8.012173202587291598e-05 3.118918539257720113e-05 4.221074050292372704e-06 1.054910080711124465e-05 5.253748895484022796e-06 5.006501396564999595e-06 1.527068707218859345e-05 2.440446223772596568e-05 7.270395599334733561e-06 2.745754318311810493e-04 3.140490734949707985e-04 1.517888449598103762e-04 1.724399626255035400e-04
5.000000000000000000e+03 1.179483006126247346e-04 1.220832782564684749e-04 7.600989920319989324e-05 5.844947008881717920e-05 3.115597792202606797e-05 3.786628667512559332e-06 7.116679626051336527e-06 5.549317847908241674e-06 2.991271685459651053e-06 2.693091573746642098e-06 1.955555671884212643e-05 2.519160489100613631e-06 2.502692514099180698e-04 2.769949205685406923e-04 1.186913068522699177e-04 1.370496029267087579e-04 1.179483006126247346e-04 1.220832782564684749e-04 7.600989920319989324e-05 5.844947008881717920e-05 3.115597792202606797e-05 3.786628667512559332e-06 7.116679626051336527e-06 5.549317847908241674e-06 2.991271685459651053e-06 2.693091573746642098e-06 1.955555671884212643e-05 2.519160489100613631e-06 2.502692514099180698e-04 2.769949205685406923e-04 1.186913068522699177e-04 1.370496029267087579e-04
5.000000000000000000e+03 1.179483006126247346e-04 1.220832782564684749e-04 7.600989920319989324e-05 5.844947008881717920e-05 3.115597792202606797e-05 3.786628667512559332e-06 7.116679626051336527e-06 5.549317847908241674e-06 2.991271685459651053e-06 2.693091573746642098e-06 1.955555671884212643e-05 2.519160489100613631e-06 2.502692514099180698e-04 2.769949205685406923e-04 1.186913068522699177e-04 1.370496029267087579e-04 1.179483006126247346e-04 1.220832782564684749e-04 7.600989920319989324e-05 5.844947008881717920e-05 3.115597792202606797e-05 3.786628667512559332e-06 7.116679626051336527e-06 5.549317847908241674e-06 2.991271685459651053e-06 2.693091573746642098e-06 1.955555671884212643e-05 2.519160489100613631e-06 2.502692514099180698e-04 2.769949205685406923e-04 1.186913068522699177e-04 1.370496029267087579e-04
6.000000000000000000e+03 1.946680458786431700e-05 2.354477874177973717e-05 2.803654206218197942e-05 2.336689976800698787e-05 1.862028693722095340e-05 6.039864501872216351e-07 2.111237563440226950e-06 1.425370783181278966e-06 2.771170102278119884e-06 7.016893164291104767e-07 1.377389799017691985e-05 8.571133776058559306e-07 2.342808329558465630e-05 3.057544381590560079e-05 7.356021524174138904e-05 7.867316890042275190e-05 1.179483006126247346e-04 1.220832782564684749e-04 7.600989920319989324e-05 5.844947008881717920e-05 3.115597792202606797e-05 3.786628667512559332e-06 7.116679626051336527e-06 5.549317847908241674e-06 2.991271685459651053e-06 2.693091573746642098e-06 1.955555671884212643e-05 2.519160489100613631e-06 2.502692514099180698e-04 2.769949205685406923e-04 1.186913068522699177e-04 1.370496029267087579e-04
7.000000000000000000e+03 8.963776053860783577e-06 1.205873832077486441e-05 1.312527820118702948e-05 1.369145684293471277e-05 9.217211299983318895e-06 8.784515159732109169e-08 2.365196223763632588e-06 9.179924518321058713e-07 3.569436330508324318e-06 2.902297921991703333e-07 1.285798225580947474e-05 2.563444638781220419e-07 1.619565045984927565e-05 2.040262734226416796e-05 6.928577931830659509e-05 7.043406367301940918e-05 1.179483006126247346e-04 1.220832782564684749e-04 7.600989920319989324e-05 5.844947008881717920e-05 3.115597792202606797e-05 3.786628667512559332e-06 7.116679626051336527e-06 5.549317847908241674e-06 2.991271685459651053e-06 2.693091573746642098e-06 1.955555671884212643e-05 2.519160489100613631e-06 2.502692514099180698e-04 2.769949205685406923e-04 1.186913068522699177e-04 1.370496029267087579e-04
8.000000000000000000e+03 4.938383881381014362e-06 5.701557256543310359e-06 1.191031060443492606e-05 1.212672032124828547e-05 5.944716576777864248e-06 6.998098456278967205e-08 1.311170308326836675e-06 3.128098455817962531e-07 3.279443490100675263e-06 7.395920675890010898e-08 1.221743332280311733e-05 1.704690077986015240e-07 1.321520630881423131e-05 1.803013947210274637e-05 6.766906881239265203e-05 6.637635669903829694e-05 1.179483006126247346e-04 1.220832782564684749e-04 7.600989920319989324e-05 5.844947008881717920e-05 3.115597792202606797e-05 3.786628667512559332e-06 7.116679626051336527e-06 5.549317847908241674e-06 2.991271685459651053e-06 2.693091573746642098e-06 1.955555671884212643e-05 2.519160489100613631e-06 2.502692514099180698e-04 2.769949205685406923e-04 1.186913068522699177e-04 1.370496029267087579e-04
