t,x1,x2
1.6402472809919875,6,-6
-2.7017047552826643,6,-6
-3.4324779266627026,6,-6
-0.08943228404910508,6,-6
-2.2665534557498273,6,-6
-3.9031142037551176,6,-6
2.57061113994458,6,-6
-1.8156966165065094,6,-6
2.374363647374957,6,-6
-0.7679910084641879,6,-6
3.6837749235633357,6,-6
2.7178353877972254,6,-6
-0.6301344885730682,6,-6
-2.2811282435320956,6,-6
-2.1502827662696866,6,-6
2.6259752882673553,6,-6
1.3283539804497098,6,-6
-3.7142270506132355,6,-6
-1.657900607641273,6,-6
-0.14284934618174638,6,-6
-0.5627862120248444,6,-6
-2.564253727978394,6,-6
-0.3223304538621923,6,-6
0.5591033858409231,6,-6
-3.782971917711878,6,-6
-3.201683626986394,6,-6
3.4605210956446166,6,-6
-0.03149723419089412,6,-6
2.7896429808459615,6,-6
1.5769745105074637,6,-6
2.72081522656135,6,-6
0.20444425382014852,6,-6
0.09475927264106776,6,-6
0.6307017270573869,6,-6
2.337466121696681,6,-6
3.630635870827583,6,-6
0.3887902847243083,6,-6
2.477233660465849,6,-6
-1.286079536196632,6,-6
-3.455507832483908,6,-6
-2.609937642355887,6,-6
-1.5209098556164071,6,-6
-0.3013637559690343,6,-6
-2.8975963401502396,6,-6
-0.834759018208604,6,-6
0.935601599029293,6,-6
2.003763815286348,6,-6
-1.3851107188868843,6,-6
2.4244173479660196,6,-6
-0.6837436578447589,6,-6
-0.3812969965643309,6,-6
-2.7442949412623987,6,-6
3.282583180247494,6,-6
-3.4860864324486074,6,-6
0.44869873180818143,6,-6
-3.9241093064406924,6,-6
-2.422572847514322,6,-6
3.2728474705541366,6,-6
-0.11782789174815322,6,-6
-3.510741210030532,6,-6
1.105691074804838,6,-6
1.7625238363099571,6,-6
0.8559922449497703,6,-6
-2.6532803562987004,6,-6
3.0134179140605504,6,-6
-2.6691724626296107,6,-6
-3.6287735973481565,6,-6
-3.7355087717565696,6,-6
3.17716918040178,6,-6
-1.1885520793218354,6,-6
0.719743835605696,6,-6
-0.4998078378166304,6,-6
-3.1371446528013442,6,-6
-1.8100968781153206,6,-6
-2.92047162722504,6,-6
0.6019712515402063,6,-6
2.934988083883331,6,-6
1.256014882446002,6,-6
3.492226112046499,6,-6
-3.9949713617853,6,-6
