t,x1,x2
1.362996331668851,10,-10
-0.9721870053698489,10,-10
0.25419113643873903,10,-10
-0.6416235774350092,10,-10
1.3574556073127289,10,-10
-1.5301145789634054,10,-10
-1.9403913097665186,10,-10
-0.8814423513870941,10,-10
0.7670249876967308,10,-10
0.1437511139591554,10,-10
0.612124400196417,10,-10
-1.5445156238598865,10,-10
-1.6310957090192675,10,-10
-0.18613368202614167,10,-10
0.02621298748116363,10,-10
1.6716295343322796,10,-10
-0.5945818449162881,10,-10
1.769360810789967,10,-10
1.986878576721598,10,-10
0.09741719002396598,10,-10
0.5629635897485543,10,-10
-1.8254179818885707,10,-10
0.9621307207614662,10,-10
-1.994655724414696,10,-10
0.9207570265202456,10,-10
1.183789784748662,10,-10
0.2744898113551244,10,-10
0.1741008023364623,10,-10
-0.43358212546790975,10,-10
0.9970121635940719,10,-10
1.1263939680887383,10,-10
-1.2293640679119306,10,-10
0.8794857522121009,10,-10
1.4142878530446144,10,-10
0.8892640415586999,10,-10
-1.877038510052012,10,-10
-0.016499382294695053,10,-10
-0.3649403703381364,10,-10
-0.12828947462658769,10,-10
-1.6897565229826972,10,-10
1.9742967784681174,10,-10
-0.23081867981764792,10,-10
1.57764928283589,10,-10
1.5179769374209582,10,-10
-1.675694566085182,10,-10
-0.09841289924514474,10,-10
-0.7765340910497842,10,-10
-1.5113854333871581,10,-10
-1.3286500100503553,10,-10
1.26810323435117,10,-10
-1.1099086176970105,10,-10
0.9090403185413889,10,-10
0.7160407366242802,10,-10
1.7432541716770547,10,-10
1.584735609797061,10,-10
1.0150289517191724,10,-10
1.316264164575855,10,-10
-0.9942042023870277,10,-10
-0.05769201077473585,10,-10
-1.3764733796324444,10,-10
0.8425666957640088,10,-10
-0.6783475185647989,10,-10
-1.7580200088677358,10,-10
-1.8585113858675926,10,-10
-1.9696146241692782,10,-10
1.0249419665299855,10,-10
-1.1406564727232822,10,-10
-0.9099068072750105,10,-10
-0.4423632790058527,10,-10
0.652704348236949,10,-10
